latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
38.141,-96.484,335,1,1,2021-04-01,1930,A,87,6.0NRT,301,30,D
38.139,-96.495,337,1,1,2021-04-01,1930,A,89,6.0NRT,302.5,32.1,D
38.136,-96.518,319.5,1,1,2021-04-01,1930,A,74,6.0NRT,300.6,11.4,D
38.129,-96.563,328.8,1,1,2021-04-01,1930,A,81,6.0NRT,298.7,21,D
37.852,-98.345,357.2,1.1,1,2021-04-01,1930,A,98,6.0NRT,300.9,85.4,D
38.167,-96.373,320.7,1,1,2021-04-01,1930,A,75,6.0NRT,300.9,11.9,D
38.138,-96.565,323,1,1,2021-04-01,1930,A,77,6.0NRT,296.6,15.2,D
38.137,-96.576,335.1,1,1,2021-04-01,1930,A,87,6.0NRT,297.9,30.5,D
37.862,-98.347,334,1.1,1,2021-04-01,1930,A,87,6.0NRT,297.7,33.4,D
38.177,-96.371,316.4,1,1,2021-04-01,1930,A,69,6.0NRT,298.5,9.3,D
38.175,-96.382,310.6,1,1,2021-04-01,1930,A,37,6.0NRT,297.4,4.5,D
38.117,-96.777,322.4,1,1,2021-04-01,1930,A,71,6.0NRT,298.7,14.6,D
38.115,-96.789,318.2,1,1,2021-04-01,1930,A,48,6.0NRT,302,10.7,D
38.126,-96.78,325.9,1,1,2021-04-01,1930,A,76,6.0NRT,297.3,18.5,D
38.124,-96.791,321.3,1,1,2021-04-01,1930,A,51,6.0NRT,299.7,13.2,D
38.363,-95.245,316.2,1,1,2021-04-01,1930,A,71,6.0NRT,296.9,9.8,D
38.326,-95.519,314.4,1,1,2021-04-01,1930,A,68,6.0NRT,295.2,8.9,D
38.32,-95.564,325.9,1,1,2021-04-01,1930,A,81,6.0NRT,295.7,20.1,D
38.318,-95.576,342.5,1,1,2021-04-01,1930,A,92,6.0NRT,296.5,44,D
38.133,-96.852,313.7,1,1,2021-04-01,1930,A,57,6.0NRT,299.5,6.5,D
38.335,-95.521,334.1,1,1,2021-04-01,1930,A,87,6.0NRT,296,30.5,D
38.825,-91.542,305.8,1.4,1.2,2021-04-01,1930,A,62,6.0NRT,289.6,9.4,D
38.468,-94.671,313.8,1,1,2021-04-01,1930,A,69,6.0NRT,294.2,9.9,D
38.247,-96.271,317.5,1,1,2021-04-01,1930,A,71,6.0NRT,298.1,9.8,D
38.296,-95.991,317.5,1,1,2021-04-01,1930,A,71,6.0NRT,299.1,9,D
38.256,-96.273,314.2,1,1,2021-04-01,1930,A,59,6.0NRT,298.8,6.9,D
37.953,-98.302,310.8,1.1,1,2021-04-01,1930,A,57,6.0NRT,295.8,6.5,D
37.951,-98.314,319.1,1.1,1,2021-04-01,1930,A,74,6.0NRT,296.3,14.4,D
38.411,-95.303,317.1,1,1,2021-04-01,1930,A,68,6.0NRT,293.9,10.9,D
38.472,-94.906,314,1,1,2021-04-01,1930,A,68,6.0NRT,293.7,8.8,D
38.363,-95.709,329.5,1,1,2021-04-01,1930,A,84,6.0NRT,298.2,22.8,D
38.372,-95.711,323,1,1,2021-04-01,1930,A,78,6.0NRT,296.6,16.3,D
38.369,-95.733,332.4,1,1,2021-04-01,1930,A,86,6.0NRT,297.7,27.3,D
38.347,-95.892,315.9,1,1,2021-04-01,1930,A,69,6.0NRT,296,9.4,D
38.417,-95.451,320.9,1,1,2021-04-01,1930,A,76,6.0NRT,295.8,14.4,D
38.416,-95.463,315,1,1,2021-04-01,1930,A,69,6.0NRT,294.6,9.1,D
38.356,-95.894,314.5,1,1,2021-04-01,1930,A,67,6.0NRT,295.6,8.1,D
38.361,-95.988,316.3,1,1,2021-04-01,1930,A,70,6.0NRT,298.8,9.1,D
38.892,-91.767,311.7,1.4,1.2,2021-04-01,1930,A,71,6.0NRT,289.6,15,D
38.313,-96.385,333.7,1,1,2021-04-01,1930,A,69,6.0NRT,298,24,D
38.289,-96.544,326,1,1,2021-04-01,1930,A,68,6.0NRT,298.9,16.5,D
38.315,-96.433,328.3,1,1,2021-04-01,1930,A,63,6.0NRT,296.2,17.9,D
38.576,-94.615,305.6,1,1,2021-04-01,1930,A,42,6.0NRT,293.5,4,D
38.508,-95.128,315.2,1,1,2021-04-01,1930,A,65,6.0NRT,297.7,9.1,D
38.325,-96.424,346.9,1,1,2021-04-01,1930,A,94,6.0NRT,296.8,44.7,D
38.324,-96.435,342.1,1,1,2021-04-01,1930,A,92,6.0NRT,296.5,37.9,D
38.338,-96.403,353.2,1,1,2021-04-01,1930,A,88,6.0NRT,298,54.8,D
38.313,-96.573,316.6,1,1,2021-04-01,1930,A,38,6.0NRT,295.7,9.4,D
38.347,-96.405,370.7,1,1,2021-04-01,1930,A,100,6.0NRT,299,104.7,D
38.345,-96.417,363.6,1,1,2021-04-01,1930,A,100,6.0NRT,298.5,81.9,D
38.343,-96.428,353,1,1,2021-04-01,1930,A,97,6.0NRT,297,57.4,D
38.254,-97.029,311.4,1,1,2021-04-01,1930,A,59,6.0NRT,297.9,5.5,D
38.355,-96.414,348.4,1,1,2021-04-01,1930,A,77,6.0NRT,296.6,47.6,D
38.35,-96.448,338.2,1,1,2021-04-01,1930,A,89,6.0NRT,296.9,33.2,D
38.421,-96.021,308.4,1,1,2021-04-01,1930,A,40,6.0NRT,296.2,3.7,D
38.959,-91.706,314.4,1.4,1.2,2021-04-01,1930,A,74,6.0NRT,288.9,17.5,D
38.969,-91.708,313.2,1.4,1.2,2021-04-01,1930,A,73,6.0NRT,290.2,15.8,D
38.475,-95.835,361.5,1,1,2021-04-01,1930,A,87,6.0NRT,296.5,86.1,D
38.474,-95.846,357.4,1,1,2021-04-01,1930,A,86,6.0NRT,299.6,75.1,D
38.468,-95.95,316.5,1,1,2021-04-01,1930,A,51,6.0NRT,297.6,8.9,D
38.467,-95.961,316.9,1,1,2021-04-01,1930,A,60,6.0NRT,294.9,9.3,D
38.361,-96.685,320,1,1,2021-04-01,1930,A,71,6.0NRT,296.2,12.2,D
38.331,-96.889,332.5,1,1,2021-04-01,1930,A,86,6.0NRT,298.9,27.7,D
38.477,-95.952,319.5,1,1,2021-04-01,1930,A,62,6.0NRT,295.2,11.8,D
38.475,-95.963,341.3,1,1,2021-04-01,1930,A,91,6.0NRT,296.8,40.6,D
38.414,-96.393,317.1,1,1,2021-04-01,1930,A,71,6.0NRT,293.1,11.2,D
38.412,-96.404,313.1,1,1,2021-04-01,1930,A,64,6.0NRT,292.9,8.7,D
38.37,-96.687,346.4,1,1,2021-04-01,1930,A,94,6.0NRT,298.8,49,D
38.367,-96.71,335.4,1,1,2021-04-01,1930,A,71,6.0NRT,298.1,28,D
38.365,-96.721,362.5,1,1,2021-04-01,1930,A,100,6.0NRT,302.4,85.2,D
38.364,-96.732,363.7,1,1,2021-04-01,1930,A,100,6.0NRT,301.3,89.2,D
38.362,-96.744,341.5,1,1,2021-04-01,1930,A,79,6.0NRT,299.7,38.2,D
38.359,-96.766,322.7,1,1,2021-04-01,1930,A,64,6.0NRT,298.5,14.5,D
38.357,-96.778,318.7,1,1,2021-04-01,1930,A,38,6.0NRT,298,10.5,D
38.369,-96.757,358.1,1,1,2021-04-01,1930,A,99,6.0NRT,299.7,72,D
38.367,-96.769,335.9,1,1,2021-04-01,1930,A,73,6.0NRT,298.2,27.7,D
38.366,-96.78,326.4,1,1,2021-04-01,1930,A,43,6.0NRT,299.1,16.3,D
38.435,-96.375,317.3,1,1,2021-04-01,1930,A,49,6.0NRT,293.2,10.2,D
38.381,-96.737,332.8,1,1,2021-04-01,1930,A,48,6.0NRT,298.8,24.8,D
38.38,-96.748,350.7,1,1,2021-04-01,1930,A,83,6.0NRT,299.2,53.7,D
38.378,-96.759,391.5,1,1,2021-04-01,1930,A,100,6.0NRT,304.9,197.1,D
38.376,-96.771,355.4,1,1,2021-04-01,1930,A,98,6.0NRT,301,64,D
39.129,-90.769,307.9,1.5,1.2,2021-04-01,1930,A,59,6.0NRT,289.3,12.7,D
38.525,-95.811,312.2,1,1,2021-04-01,1930,A,63,6.0NRT,296,6.7,D
38.486,-96.083,318.7,1,1,2021-04-01,1930,A,54,6.0NRT,299.6,10.3,D
38.444,-96.377,323.5,1,1,2021-04-01,1930,A,79,6.0NRT,293.7,17.1,D
38.442,-96.388,325.4,1,1,2021-04-01,1930,A,80,6.0NRT,294.7,19.6,D
38.39,-96.739,341.8,1,1,2021-04-01,1930,A,91,6.0NRT,296.7,40.5,D
38.389,-96.75,331.4,1,1,2021-04-01,1930,A,46,6.0NRT,294.6,23.5,D
38.496,-96.079,334.5,1,1,2021-04-01,1930,A,87,6.0NRT,299.7,28.9,D
38.494,-96.09,383,1,1,2021-04-01,1930,A,100,6.0NRT,305.8,161,D
38.492,-96.101,317.7,1,1,2021-04-01,1930,A,73,6.0NRT,297.5,10.4,D
38.393,-96.78,317,1,1,2021-04-01,1930,A,68,6.0NRT,295.3,10.5,D
38.391,-96.792,325.4,1,1,2021-04-01,1930,A,80,6.0NRT,297.4,19.7,D
38.39,-96.803,316.7,1,1,2021-04-01,1930,A,65,6.0NRT,298,10.3,D
39.131,-90.756,301.8,1.5,1.2,2021-04-01,1930,A,33,6.0NRT,289,5.9,D
39.129,-90.774,303.2,1.5,1.2,2021-04-01,1930,A,50,6.0NRT,289.1,7.5,D
38.546,-95.786,312.2,1,1,2021-04-01,1930,A,64,6.0NRT,296.7,7.2,D
38.503,-96.092,309.2,1,1,2021-04-01,1930,A,26,6.0NRT,295,3.7,D
38.47,-96.318,320.3,1,1,2021-04-01,1930,A,76,6.0NRT,298.2,12.6,D
38.451,-96.513,309.6,1,1,2021-04-01,1930,A,55,6.0NRT,295.3,5.6,D
38.449,-96.524,307.6,1,1,2021-04-01,1930,A,30,6.0NRT,295,4,D
38.448,-96.535,307.7,1,1,2021-04-01,1930,A,23,6.0NRT,295.3,3.8,D
38.418,-96.857,319.4,1,1,2021-04-01,1930,A,74,6.0NRT,298.1,13,D
38.417,-96.869,316.3,1,1,2021-04-01,1930,A,70,6.0NRT,298.8,10.1,D
38.567,-95.897,322.4,1,1,2021-04-01,1930,A,78,6.0NRT,296.8,16,D
38.566,-95.908,307.2,1,1,2021-04-01,1930,A,44,6.0NRT,295.7,3.5,D
38.542,-96.078,306.9,1,1,2021-04-01,1930,A,36,6.0NRT,294.9,3.8,D
38.527,-96.18,320.7,1,1,2021-04-01,1930,A,76,6.0NRT,298.1,13.8,D
38.525,-96.191,324.9,1,1,2021-04-01,1930,A,80,6.0NRT,298.9,18,D
38.72,-94.912,306,1,1,2021-04-01,1930,A,43,6.0NRT,294.1,4,D
38.592,-95.855,316.4,1,1,2021-04-01,1930,A,70,6.0NRT,296.1,9.1,D
38.6,-95.857,320.7,1,1,2021-04-01,1930,A,76,6.0NRT,296.2,13.4,D
38.541,-96.277,313.1,1,1,2021-04-01,1930,A,65,6.0NRT,298.1,5.9,D
38.476,-96.718,311.3,1,1,2021-04-01,1930,A,45,6.0NRT,296.3,5.9,D
38.474,-96.73,310.2,1,1,2021-04-01,1930,A,32,6.0NRT,294.9,5.3,D
38.476,-96.777,309.7,1,1,2021-04-01,1930,A,55,6.0NRT,295,5.6,D
38.475,-96.789,309.3,1,1,2021-04-01,1930,A,53,6.0NRT,295.7,5.4,D
38.497,-96.707,309.9,1,1,2021-04-01,1930,A,56,6.0NRT,297.4,5.3,D
39.069,-92.294,311.5,1.3,1.1,2021-04-01,1930,A,69,6.0NRT,288.1,14.5,D
38.601,-96.122,307.6,1,1,2021-04-01,1930,A,46,6.0NRT,295,4.3,D
38.599,-96.133,310.5,1,1,2021-04-01,1930,A,59,6.0NRT,295.3,6.2,D
38.661,-95.761,316.4,1,1,2021-04-01,1930,A,68,6.0NRT,297.4,9.1,D
38.695,-95.58,309.7,1,1,2021-04-01,1930,A,33,6.0NRT,295.7,5,D
38.67,-95.763,322.2,1,1,2021-04-01,1930,A,78,6.0NRT,296,15.2,D
38.505,-96.897,360.7,1,1,2021-04-01,1930,A,100,6.0NRT,300.2,84.1,D
38.504,-96.909,321.5,1,1,2021-04-01,1930,A,77,6.0NRT,298.2,14,D
38.704,-95.582,311.6,1,1,2021-04-01,1930,A,63,6.0NRT,294.6,6.6,D
38.75,-95.451,310.2,1,1,2021-04-01,1930,A,60,6.0NRT,296.9,4.8,D
38.709,-95.748,313.7,1,1,2021-04-01,1930,A,59,6.0NRT,296.2,7.3,D
38.707,-95.76,337.3,1,1,2021-04-01,1930,A,89,6.0NRT,296.8,34.6,D
38.717,-95.75,355.9,1,1,2021-04-01,1930,A,98,6.0NRT,297.4,71,D
38.716,-95.762,362,1,1,2021-04-01,1930,A,100,6.0NRT,295.7,87.3,D
38.664,-96.125,310.2,1,1,2021-04-01,1930,A,58,6.0NRT,295.2,5.9,D
38.617,-96.518,309.1,1,1,2021-04-01,1930,A,53,6.0NRT,295.1,5.3,D
38.781,-95.487,332.2,1,1,2021-04-01,1930,A,86,6.0NRT,298.2,26.9,D
38.505,-97.379,310,1,1,2021-04-01,1930,A,33,6.0NRT,294.8,4.8,D
38.504,-97.39,341.4,1,1,2021-04-01,1930,A,91,6.0NRT,297.6,42.4,D
39.059,-93.374,307.7,1.1,1.1,2021-04-01,1930,A,55,6.0NRT,293.1,5.5,D
38.589,-96.888,320.6,1,1,2021-04-01,1930,A,76,6.0NRT,294.8,13.9,D
38.588,-96.899,308.7,1,1,2021-04-01,1930,A,51,6.0NRT,296.8,4,D
38.513,-97.393,316.5,1,1,2021-04-01,1930,A,71,6.0NRT,297.6,10.2,D
39.341,-90.928,303.5,1.5,1.2,2021-04-01,1930,A,51,6.0NRT,289.6,8.7,D
38.735,-96.018,323.7,1,1,2021-04-01,1930,A,79,6.0NRT,298.5,17.5,D
38.733,-96.029,312.3,1,1,2021-04-01,1930,A,64,6.0NRT,297.1,6.9,D
38.715,-96.154,313.6,1,1,2021-04-01,1930,A,58,6.0NRT,298.5,7.2,D
38.485,-97.749,312.2,1,1,2021-04-01,1930,A,63,6.0NRT,297.4,7.1,D
38.759,-96.106,315.5,1,1,2021-04-01,1930,A,50,6.0NRT,297.2,7.7,D
38.721,-96.367,332.3,1,1,2021-04-01,1930,A,86,6.0NRT,299.6,27.2,D
38.72,-96.378,311.3,1,1,2021-04-01,1930,A,59,6.0NRT,297.6,5.8,D
38.882,-95.291,320.2,1,1,2021-04-01,1930,A,76,6.0NRT,293.6,15.3,D
38.88,-95.302,325.1,1,1,2021-04-01,1930,A,81,6.0NRT,293.8,20.5,D
38.787,-95.979,307.7,1,1,2021-04-01,1930,A,42,6.0NRT,294.5,3.5,D
38.786,-95.99,318.2,1,1,2021-04-01,1930,A,73,6.0NRT,295.7,11.9,D
38.59,-97.311,311.1,1,1,2021-04-01,1930,A,56,6.0NRT,297.4,5.3,D
38.786,-96.119,325,1,1,2021-04-01,1930,A,59,6.0NRT,297,16,D
38.784,-96.13,322.7,1,1,2021-04-01,1930,A,41,6.0NRT,297.3,13.6,D
38.794,-96.121,322.8,1,1,2021-04-01,1930,A,67,6.0NRT,295.3,14.1,D
38.626,-97.32,313.4,1,1,2021-04-01,1930,A,65,6.0NRT,298.2,7.3,D
38.857,-95.877,307.6,1,1,2021-04-01,1930,A,44,6.0NRT,295.3,3.8,D
38.639,-97.48,327.2,1,1,2021-04-01,1930,A,82,6.0NRT,298.9,21.9,D
38.722,-97.111,339.7,1,1,2021-04-01,1930,A,90,6.0NRT,300.6,39.2,D
38.982,-95.366,333.3,1,1,2021-04-01,1930,A,87,6.0NRT,294.9,30.6,D
38.98,-95.378,318.6,1,1,2021-04-01,1930,A,74,6.0NRT,293.9,13.5,D
38.754,-96.965,308.8,1,1,2021-04-01,1930,A,51,6.0NRT,297.1,3.9,D
38.752,-96.976,311.3,1,1,2021-04-01,1930,A,60,6.0NRT,298,5.7,D
38.987,-95.463,312.3,1,1,2021-04-01,1930,A,64,6.0NRT,294.9,7.8,D
38.985,-95.474,316.2,1,1,2021-04-01,1930,A,71,6.0NRT,295.7,10.9,D
38.868,-96.309,367.8,1,1,2021-04-01,1930,A,100,6.0NRT,300.1,103.8,D
38.867,-96.32,339.5,1,1,2021-04-01,1930,A,90,6.0NRT,298.8,36.7,D
38.865,-96.331,324.1,1,1,2021-04-01,1930,A,68,6.0NRT,297.6,15.9,D
38.864,-96.343,323.7,1,1,2021-04-01,1930,A,59,6.0NRT,298.5,15,D
38.877,-96.311,327.4,1,1,2021-04-01,1930,A,74,6.0NRT,295.2,19.5,D
38.876,-96.322,366.2,1,1,2021-04-01,1930,A,100,6.0NRT,300,95.6,D
38.874,-96.334,371.9,1,1,2021-04-01,1930,A,100,6.0NRT,303.9,112.9,D
38.872,-96.345,345.2,1,1,2021-04-01,1930,A,71,6.0NRT,302.2,42.1,D
38.871,-96.356,395.4,1,1,2021-04-01,1930,A,100,6.0NRT,307.2,217.7,D
39.635,-89.831,312.8,1.8,1.3,2021-04-01,1930,A,72,6.0NRT,289.4,18.2,D
39.633,-89.851,311.2,1.8,1.3,2021-04-01,1930,A,67,6.0NRT,289,15.4,D
38.891,-96.279,329.4,1,1,2021-04-01,1930,A,84,6.0NRT,297.5,22,D
38.889,-96.29,325.1,1,1,2021-04-01,1930,A,62,6.0NRT,297.3,17,D
38.885,-96.324,340.5,1,1,2021-04-01,1930,A,62,6.0NRT,294.4,35.7,D
38.883,-96.336,365.1,1,1,2021-04-01,1930,A,100,6.0NRT,301.9,90.2,D
38.9,-96.281,334.7,1,1,2021-04-01,1930,A,80,6.0NRT,298.2,28.6,D
38.892,-96.338,364.3,1,1,2021-04-01,1930,A,100,6.0NRT,298.3,90.5,D
38.948,-96.01,317.6,1,1,2021-04-01,1930,A,73,6.0NRT,297.4,11.6,D
38.909,-96.283,323.4,1,1,2021-04-01,1930,A,63,6.0NRT,296.6,15.2,D
38.901,-96.34,340.7,1,1,2021-04-01,1930,A,80,6.0NRT,294.2,36.8,D
38.899,-96.351,353,1,1,2021-04-01,1930,A,97,6.0NRT,298.2,61.1,D
38.854,-96.658,313.2,1,1,2021-04-01,1930,A,53,6.0NRT,296.8,6.3,D
38.853,-96.67,311.6,1,1,2021-04-01,1930,A,43,6.0NRT,296.7,5.3,D
38.916,-96.297,338.3,1,1,2021-04-01,1930,A,55,6.0NRT,297.4,32.6,D
38.862,-96.672,315.7,1,1,2021-04-01,1930,A,67,6.0NRT,296.3,8.6,D
38.958,-96.078,307.8,1,1,2021-04-01,1930,A,47,6.0NRT,295.1,4,D
38.925,-96.305,344.5,1,1,2021-04-01,1930,A,93,6.0NRT,299.1,45.1,D
38.923,-96.317,350.8,1,1,2021-04-01,1930,A,96,6.0NRT,299.6,56.9,D
38.914,-96.385,319.4,1,1,2021-04-01,1930,A,75,6.0NRT,296.6,12.8,D
38.912,-96.396,320.4,1,1,2021-04-01,1930,A,76,6.0NRT,297.3,13.7,D
38.904,-96.453,308.4,1,1,2021-04-01,1930,A,50,6.0NRT,295.8,4,D
38.902,-96.465,327.6,1,1,2021-04-01,1930,A,82,6.0NRT,296.8,21.7,D
38.934,-96.308,360.3,1,1,2021-04-01,1930,A,100,6.0NRT,299.3,79.9,D
38.943,-96.31,371.2,1,1,2021-04-01,1930,A,100,6.0NRT,299.7,112.8,D
38.952,-96.312,337,1,1,2021-04-01,1930,A,61,6.0NRT,295,30.3,D
38.95,-96.323,343.6,1,1,2021-04-01,1930,A,69,6.0NRT,295.7,40.6,D
38.82,-97.202,348.8,1,1,2021-04-01,1930,A,95,6.0NRT,298.5,55.6,D
38.818,-97.213,394.8,1,1,2021-04-01,1930,A,100,6.0NRT,308.4,222.8,D
38.817,-97.225,339.9,1,1,2021-04-01,1930,A,90,6.0NRT,299.1,38.6,D
38.962,-96.303,366.3,1,1,2021-04-01,1930,A,100,6.0NRT,297.9,96.3,D
38.919,-96.598,319.7,1,1,2021-04-01,1930,A,75,6.0NRT,297.8,12.7,D
38.918,-96.61,309.3,1,1,2021-04-01,1930,A,53,6.0NRT,296.7,4.3,D
38.827,-97.216,318.9,1,1,2021-04-01,1930,A,73,6.0NRT,296.9,12.1,D
38.961,-96.373,308.1,1,1,2021-04-01,1930,A,48,6.0NRT,296.6,4.3,D
38.97,-96.375,326.7,1,1,2021-04-01,1930,A,82,6.0NRT,295.7,20.6,D
38.969,-96.386,329,1,1,2021-04-01,1930,A,84,6.0NRT,296.1,23.3,D
39.004,-96.206,315.4,1,1,2021-04-01,1930,A,60,6.0NRT,300.6,7.8,D
38.781,-97.698,325.1,1,1,2021-04-01,1930,A,80,6.0NRT,299,18.8,D
39.012,-96.209,313.9,1,1,2021-04-01,1930,A,48,6.0NRT,299.7,6.4,D
39.004,-96.265,323.3,1,1,2021-04-01,1930,A,67,6.0NRT,298.1,15.6,D
39.015,-96.256,317,1,1,2021-04-01,1930,A,39,6.0NRT,296.5,9.4,D
39.013,-96.268,323.7,1,1,2021-04-01,1930,A,72,6.0NRT,294.5,16.3,D
38.935,-96.927,313,1,1,2021-04-01,1930,A,64,6.0NRT,299.1,7.3,D
39.77,-89.821,314.4,1.8,1.3,2021-04-01,1930,A,74,6.0NRT,288.9,23.3,D
39.195,-95.283,306.4,1,1,2021-04-01,1930,A,43,6.0NRT,295.1,3.9,D
39.511,-93.06,307.7,1.2,1.1,2021-04-01,1930,A,60,6.0NRT,291.7,7.2,D
39.035,-96.75,324,1,1,2021-04-01,1930,A,79,6.0NRT,297.7,15.9,D
39.033,-96.762,324.2,1,1,2021-04-01,1930,A,79,6.0NRT,297.5,16.1,D
39.187,-95.753,327,1,1,2021-04-01,1930,A,53,6.0NRT,297.3,18.8,D
39.186,-95.765,324.1,1,1,2021-04-01,1930,A,57,6.0NRT,297.4,15.6,D
39.163,-95.926,325.7,1,1,2021-04-01,1930,A,81,6.0NRT,297.4,19,D
39.045,-96.748,316.5,1,1,2021-04-01,1930,A,70,6.0NRT,297.6,9.8,D
39.044,-96.759,319.5,1,1,2021-04-01,1930,A,74,6.0NRT,298.5,12.6,D
39.195,-95.767,323.1,1,1,2021-04-01,1930,A,78,6.0NRT,296.7,15.1,D
39.193,-95.779,318.6,1,1,2021-04-01,1930,A,42,6.0NRT,296.7,10.3,D
39.103,-96.608,318.8,1,1,2021-04-01,1930,A,74,6.0NRT,296.8,11.1,D
39.101,-96.619,328.4,1,1,2021-04-01,1930,A,83,6.0NRT,297.5,21.4,D
39.251,-95.756,307.9,1,1,2021-04-01,1930,A,51,6.0NRT,296,4.3,D
39.219,-96.116,327.9,1,1,2021-04-01,1930,A,83,6.0NRT,298.3,21.4,D
39.358,-95.235,312.2,1,1,2021-04-01,1930,A,59,6.0NRT,298.5,6.3,D
39.567,-93.806,306.2,1.1,1.1,2021-04-01,1930,A,52,6.0NRT,293.5,4.4,D
39.195,-96.731,314.2,1,1,2021-04-01,1930,A,48,6.0NRT,302.1,6.5,D
39.282,-96.255,328,1,1,2021-04-01,1930,A,83,6.0NRT,298.3,21.4,D
39.397,-95.497,310.1,1,1,2021-04-01,1930,A,58,6.0NRT,294,5.5,D
39.316,-96.152,309.1,1,1,2021-04-01,1930,A,33,6.0NRT,295.1,4.6,D
39.315,-96.163,315.7,1,1,2021-04-01,1930,A,70,6.0NRT,296,10,D
39.313,-96.174,312.2,1,1,2021-04-01,1930,A,58,6.0NRT,295.2,6.6,D
39.221,-96.934,358.6,1,1,2021-04-01,1930,A,86,6.0NRT,301.2,77.1,D
39.219,-96.945,387.2,1,1,2021-04-01,1930,A,87,6.0NRT,306.7,180.3,D
39.23,-96.936,439,1,1,2021-04-01,1930,A,100,6.0NRT,312.5,576.8,D
39.228,-96.947,424.8,1,1,2021-04-01,1930,A,100,6.0NRT,313.2,432.7,D
39.715,-93.328,340.8,1.2,1.1,2021-04-01,1930,A,86,6.0NRT,290.4,52.9,D
39.714,-93.341,316.5,1.2,1.1,2021-04-01,1930,A,64,6.0NRT,288.9,14.7,D
39.239,-96.938,382.5,1,1,2021-04-01,1930,A,100,6.0NRT,300,157.9,D
39.237,-96.95,357.1,1,1,2021-04-01,1930,A,98,6.0NRT,299.3,72.3,D
39.725,-93.33,324,1.2,1.1,2021-04-01,1930,A,77,6.0NRT,292.4,23.1,D
39.248,-96.94,339.4,1,1,2021-04-01,1930,A,90,6.0NRT,296.7,37,D
39.246,-96.952,315.4,1,1,2021-04-01,1930,A,29,6.0NRT,295.9,7.9,D
39.462,-95.494,316,1,1,2021-04-01,1930,A,71,6.0NRT,297.1,10.2,D
39.459,-95.518,327.1,1,1,2021-04-01,1930,A,82,6.0NRT,295.9,20.8,D
39.257,-96.943,318.1,1,1,2021-04-01,1930,A,66,6.0NRT,294.3,10.7,D
39.878,-92.496,321.7,1.3,1.1,2021-04-01,1930,A,80,6.0NRT,290.1,25.1,D
39.877,-92.511,323.2,1.3,1.1,2021-04-01,1930,A,81,6.0NRT,289.9,27.3,D
39.383,-96.457,308.8,1,1,2021-04-01,1930,A,51,6.0NRT,295.8,5,D
40.359,-87.242,303.2,2.6,1.5,2021-04-01,1930,A,53,6.0NRT,283.1,21.2,D
39.484,-95.936,312.2,1,1,2021-04-01,1930,A,63,6.0NRT,294.3,7.4,D
39.346,-96.899,319.8,1,1,2021-04-01,1930,A,75,6.0NRT,297.8,12.8,D
40.373,-87.243,300.7,2.6,1.5,2021-04-01,1930,A,20,6.0NRT,283.6,14.6,D
39.571,-95.368,310.9,1,1,2021-04-01,1930,A,61,6.0NRT,297,5.1,D
39.531,-95.66,336.8,1,1,2021-04-01,1930,A,89,6.0NRT,297,35.2,D
39.53,-95.671,318.3,1,1,2021-04-01,1930,A,74,6.0NRT,296.5,12.4,D
39.494,-95.997,311.5,1,1,2021-04-01,1930,A,62,6.0NRT,295.4,6.9,D
39.466,-96.193,319.2,1,1,2021-04-01,1930,A,74,6.0NRT,296.7,13.2,D
39.323,-97.24,369.9,1,1,2021-04-01,1930,A,100,6.0NRT,299.7,112.7,D
39.321,-97.251,372.2,1,1,2021-04-01,1930,A,100,6.0NRT,300.6,121.1,D
39.468,-96.312,321,1,1,2021-04-01,1930,A,76,6.0NRT,295.9,14.3,D
39.466,-96.323,383.1,1,1,2021-04-01,1930,A,100,6.0NRT,305.9,161.9,D
39.464,-96.335,353.5,1,1,2021-04-01,1930,A,97,6.0NRT,300.4,64.8,D
39.332,-97.242,352.2,1,1,2021-04-01,1930,A,96,6.0NRT,297.1,63.6,D
39.33,-97.253,313.9,1,1,2021-04-01,1930,A,66,6.0NRT,294.5,8,D
39.788,-93.937,307.6,1.1,1.1,2021-04-01,1930,A,56,6.0NRT,294,5.5,D
39.477,-96.321,355.3,1,1,2021-04-01,1930,A,98,6.0NRT,296.8,70.7,D
39.475,-96.332,341.9,1,1,2021-04-01,1930,A,91,6.0NRT,297.6,42.8,D
39.328,-97.452,309.2,1,1,2021-04-01,1930,A,51,6.0NRT,296.4,4.5,D
39.326,-97.463,311.1,1,1,2021-04-01,1930,A,59,6.0NRT,296.9,5.9,D
39.437,-96.786,327.8,1,1,2021-04-01,1930,A,82,6.0NRT,297.6,20.5,D
39.901,-93.307,305.6,1.2,1.1,2021-04-01,1930,A,49,6.0NRT,292.2,4.4,D
39.667,-95.201,309.5,1,1,2021-04-01,1930,A,57,6.0NRT,294.5,5.6,D
39.665,-95.213,306.2,1,1,2021-04-01,1930,A,26,6.0NRT,293.9,3.3,D
39.448,-96.776,321.7,1,1,2021-04-01,1930,A,77,6.0NRT,297.3,15,D
39.446,-96.788,315.3,1,1,2021-04-01,1930,A,68,6.0NRT,297.2,8.5,D
39.437,-96.845,312,1,1,2021-04-01,1930,A,52,6.0NRT,298.6,5.5,D
39.436,-96.857,328.3,1,1,2021-04-01,1930,A,83,6.0NRT,300,21.5,D
39.91,-93.309,307,1.2,1.1,2021-04-01,1930,A,56,6.0NRT,292.3,5.6,D
